biblio_id;judul_buku;kode_ddc;ddc_bersih;program_studi_ddc;program_studi_prediksi;confidence;multilabel_list
17837;Mastrering Packaging for E - Commerce : Strategi dan Teknik Mengemas Produk secara Aman dan Mengesankan;688.9;688;Teknik Mesin;Teknik Mesin;83.25;Teknik Mesin
17838;Metode Riset untuk Desain Komunikasi Visual;380.072;380;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
17839;Copywriting : Retorika Iklan dan Storytelng, Teori dan Teknik Naskah Iklan;659.1;659;Administrasi Niaga;Administrasi Niaga;90.0;Administrasi Niaga
17840;Dimensi - Dimensi Pembahasan : Aneka Masalah Bahasa Indonesia Terkini;410;410;Umum;Umum;100.0;Umum
17841;Pragmatik : Fenomena Ketidaksantunan Berbahasa;411.52;411;Umum;Umum;100.0;Umum
17842;Sosiopragmatik;340.072;340;Umum;Umum;96.23;Umum
17843;Panduan Praktis Internal Auditor;352.4;352;Umum;Umum;75.03;Umum
17883;Mudah Menulis Buku : Tips Praktis untuk Pemula;372.623;372;Umum;Umum;100.0;Umum
17884;Digital Signal Processing;621.382;621;Teknik Elektro;Teknik Elektro;86.89;Teknik Elektro
17885;Jurnalistik Indonesia : Menulis Berita dan Feature Panduan Praktis Jurnalis Profesional;070.4;70;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;97.9;Teknik Grafika & Penerbitan
17892;Buku Pintar Penyuntingan Naskah Edisi 3;808;808;Umum;Umum;82.18;Umum
17893;Advances in Intelligent Systems and Computing : Volume 793;670.028;670;Teknik Mesin;Teknik Mesin;82.32;Teknik Mesin, Teknik Informatika & Komputer
17894;3D Printing and Additive Manufacturing Technologies;667.5;667;Teknik Sipil;Teknik Sipil;84.4;Teknik Sipil, Teknik Mesin
17899;Road Vehicle Automation 5;625.7;625;Teknik Sipil;Teknik Sipil;80.17;Teknik Sipil, Teknik Informatika & Komputer
17901;Events Project Management;658.404;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
17903;Risk Management for Meetings and Events;658.02;658;Administrasi Niaga;Administrasi Niaga;87.98;Administrasi Niaga
17905;Advances in Processes : Select Proceeding of ICEMMM 2018;670.285;670;Teknik Mesin;Teknik Mesin;92.22;Teknik Mesin
17906;Advances in Manufacturing Engineering and Materials : Proceedings of The International Conference on Manufacturing Engineering and Materials (ICMEM 2018), 18-22 June, 2018, Novy Smokovec, Slovakia;670.285;670;Teknik Mesin;Teknik Mesin;93.67;Teknik Mesin
17942;Choices : Elementary Workbook;306.44;306;Umum;Umum;96.48;Umum
17943;Choices : Pre-Intermediate Workbook;306.44;306;Umum;Umum;99.16;Umum
17944;Choices : Upper Intermediate Workbook;306.44;306;Umum;Umum;96.72;Umum
17945;Choices : Intermediate Workbook;306.44;306;Umum;Umum;100.0;Umum
17947;Choices : Intermediate Teacher's Book;306.44;306;Umum;Umum;100.0;Umum
17948;Choices : Intermediate Student's Book;306.44;306;Umum;Umum;100.0;Umum
17949;Choices: Upper Intermediate Students's Book;306.44;306;Umum;Umum;100.0;Umum
17950;Choices: Elementary Students's Book;306.44;306;Umum;Umum;98.51;Umum
17951;Signal Processing and Machine Learning for Biomedical Big Data;621.382;621;Teknik Elektro;Teknik Elektro;73.2;Teknik Elektro
17952;Fundamental of Financial Accounting;657;657;Akuntansi;Akuntansi;99.48;Akuntansi
17953;Audit Internal Berbasis Risiko;657.45;657;Akuntansi;Akuntansi;99.75;Akuntansi
17954;Advanced Accounting Thirteenth Edition;657.046;657;Akuntansi;Akuntansi;99.78;Akuntansi
17955;Graphic Design : A History (3nd edition);741.6;741;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;94.78;Teknik Grafika & Penerbitan
17956;Financial Accounting 3e : IFRS Edition;657;657;Akuntansi;Akuntansi;99.16;Akuntansi
17957;Accounting Principles : IFRS Version;657;657;Akuntansi;Akuntansi;100.0;Akuntansi
17958;Events Studies : Theory, Research and Policy for Planned Events (Fourth Edition);658.005;658;Administrasi Niaga;Administrasi Niaga;89.92;Administrasi Niaga
17959;Special Event Production: The Processs (second edition);394.2;394;Umum;Umum;73.15;Umum, Administrasi Niaga
17960;Akuntansi Syariah di Indonesia;657;657;Akuntansi;Akuntansi;93.54;Akuntansi
17961;Praktik-Praktik Proteksi Sistem Tenaga Listrik;537.1;537;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
17962;Desain Komunikasi Visual;006.8;6;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
17963;CCNA Wireless 200-335 Official Cert Guide;004.66;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
17964;CompTIA Network+ N10-007;004.65;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;96.43;Teknik Informatika & Komputer
17965;Interconnecting Cisco Network Device, Part 2 (ICND2) : Foundation Learning Guide Fourth Edition;005.8;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;92.68;Teknik Informatika & Komputer
17966;Choices: Pre-Intermediate Students' Book;306.44;306;Umum;Umum;100.0;Umum
17967;Energy and Thermal Management, Air - Condutioning, and Waste Heat Utilization : 2nd ETA Conference, November 22-23, 2018, Berlin, Germany;644.5;644;Umum;Umum;81.82;Umum
17968;Mikrotik Kung Fu : Kitab 1 Edisi 2019;004.6;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;94.53;Teknik Informatika & Komputer
17969;Mikrotik Kung Fu : Kitab 2 Edisi 2016;004.6;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
17970;Mikrotik Kung Fu : Kitab 4 Edisi 2016;004.6;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;96.68;Teknik Informatika & Komputer
17971;Mikrotik Kung Fu : Kitab 3 Edisi 2016;004.6;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;93.97;Teknik Informatika & Komputer
17972;CCNA Wireless 200-335 Official Cert Guide;004.66;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;93.37;Teknik Informatika & Komputer
17973;The Complete Book of Silk Screen Printing Production;667.5;667;Teknik Sipil;Teknik Sipil;73.4;Teknik Sipil, Teknik Grafika & Penerbitan
17974;Digital Banking Revolution : Belajar dari Digital CIMB Niaga & Tips Bertahan di Era Fintech;332;332;Akuntansi;Akuntansi;77.09;Akuntansi
17975;Teori Pengkajian Fiksi;813;813;Umum;Umum;99.16;Umum
17976;Data Mining dan Machine Learning Menggunakan Matlab dan Phyton;005.7;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;97.04;Teknik Informatika & Komputer
17977;Manajemen Risiko Perbankan Syariah (Suatu Pengantar);658.155;658;Administrasi Niaga;Administrasi Niaga;91.53;Administrasi Niaga
17978;Perdagangan Internasional : Kupas Tuntas Prosedur Ekspor Impor;382;382;Administrasi Niaga;Administrasi Niaga;86.9;Administrasi Niaga
17979;Contructing Building Enclosures : Architectural History, Technology and Poetics in the Postwar Era;692.3;692;Teknik Sipil;Teknik Sipil;85.57;Teknik Sipil
17980;Belajar Machine Learning : Teori dan Praktik;005.7;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;88.64;Teknik Informatika & Komputer
17981;Machine Learning : Tingkat Dasar dan Lanjut;005.7;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;80.65;Teknik Informatika & Komputer
17982;Audit bank syariah;297.63;297;Umum;Umum;64.48;Umum, Akuntansi
17983;Perdagangan internasional : konsep & aplikasi;382.104;382;Administrasi Niaga;Administrasi Niaga;87.85;Administrasi Niaga
17984;Advances in Intelligent Systems and Computing Volume 975 : Advances in Additive Manufacturing, Modelling Systems and 3D Prototyping;670.285;670;Teknik Mesin;Teknik Mesin;91.93;Teknik Mesin
17985;Asuransi Syariah (Life and General) : Konsep dan Sistem Operasional;368;368;Umum;Umum;99.79;Umum
17986;A Handbook of Food Packaging (Second Edition);688.9;688;Teknik Mesin;Teknik Mesin;60.07;Teknik Mesin, Teknik Sipil
17987;Secondary Research Methods in the Built Environment;001.42;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;74.45;Teknik Informatika & Komputer, Umum
17988;Artificial Intelligence and Machine Learning in 2D/3D Medical Image Processing;153.9;153;Umum;Umum;68.72;Umum, Teknik Informatika & Komputer
17989;Artificial Intelligence Trends for Data Analytics Using Machine Learning and Deep Learning Approaches;153.9;153;Umum;Umum;80.3;Umum, Teknik Informatika & Komputer
17990;Handbook of Industrial Inkjet Printing : A Full System Approach Volume 2;667.5;667;Teknik Sipil;Teknik Sipil;86.91;Teknik Sipil
17991;Fundamentals of Digital Image Processing : a Practical Approach with Examples in Matlab;006.6;6;Teknik Informatika & Komputer;Teknik Informatika & Komputer;74.66;Teknik Informatika & Komputer, Teknik Elektro
17992;Introducing to Machine Learning with Phton : a Guide For Data Scientist;005.7;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;92.47;Teknik Informatika & Komputer
17993;The Packaging User's Handkbook;688.9;688;Teknik Mesin;Teknik Mesin;92.67;Teknik Mesin
17994;Alat Ukur dan Teknik Pengukuran;621.37;621;Teknik Elektro;Teknik Elektro;92.99;Teknik Elektro
17995;Cloud Computing : Concept and Technologies;004.6782;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;87.04;Teknik Informatika & Komputer
17996;Pengantar Akuntansi 2 : Pendekatan PSAK Berbasis IFRS;657;657;Akuntansi;Akuntansi;100.0;Akuntansi
17997;Analysis and Design of Machine Elements;621.82;621;Teknik Mesin;Teknik Mesin;100.0;Teknik Mesin
17998;Manajemen Risiko Pasar Modal (ISO 31000:2018) Edisi 2;658.155;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
17999;Building Services Design for Energy Efficient Buildings;696;696;Teknik Sipil;Teknik Sipil;83.89;Teknik Sipil
18000;Bahasa Indonesia untuk Perguruan Tinggi : Substansi Kajian dan Penerapannya;499.221;499;Umum;Umum;100.0;Umum
18001;Implementasi Algoritma dalam bahasa Phyton;518.1;518;Matematika;Matematika;86.14;Matematika
18002;Pengantar Bisnis;650;650;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
18003;Management Information System;658.4038;658;Administrasi Niaga;Administrasi Niaga;95.23;Administrasi Niaga
18004;Business Communication Today;382.5;382;Administrasi Niaga;Administrasi Niaga;90.5;Administrasi Niaga
18005;Intermediate Accounting : IFRS EDITION;657;657;Akuntansi;Akuntansi;100.0;Akuntansi
18006;Manajemen SDM Hubungan Industrial;658.3;658;Administrasi Niaga;Administrasi Niaga;98.16;Administrasi Niaga
18007;Phyton Natural Language Processing : Explore NLP with machine learning and deep learning techniques;005.13;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;68.12;Teknik Informatika & Komputer
18008;Handbook of Bioplymers and Biodegrabdable Plastics : Properties, Processing, and Application;730.018;730;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;76.48;Teknik Grafika & Penerbitan
18009;Core Java Volume II - Advanced Features (Eleventh Edition);005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
18010;Core Java Volume I - Fundamentals (Eleventh Edition);005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
18011;a Guide Graphic Print Production;686.225 44;686;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;87.68;Teknik Grafika & Penerbitan
18012;Business Communication : Building Critical Skills (ed. 6);658.45;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
18013;Manajemen Risiko Perbankan Syariah di Era Digital;658.155;658;Administrasi Niaga;Administrasi Niaga;91.4;Administrasi Niaga
18014;Natural Languange Processing in Action : Undestanding, analyzing,  and generating text with Phyton;005.13;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;82.43;Teknik Informatika & Komputer
18015;Artificial Intelligence : A Modern Approach (Ed.3);153.9;153;Umum;Umum;83.36;Umum
18016;Dasar Elektronika;621.381;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
18020;Wireless programming untuk Arduino;004.66;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
18021;Mekanika Fluida, Termodinamika Mesin Turbo;621.406;621;Teknik Mesin;Teknik Mesin;84.38;Teknik Mesin, Teknik Elektro
18022;Mekanika Fluida : Edisi keempat;532;532;Teknik Elektro;Teknik Elektro;90.44;Teknik Elektro
18023;Algoritma dan Pemograman;518.1;518;Matematika;Matematika;77.0;Matematika
18024;Sistem Informasi Akuntansi : Esensi & Aplikasi;657.9;657;Akuntansi;Akuntansi;100.0;Akuntansi
18025;Akuntansi Pajak (Edisi 6);657.46;657;Akuntansi;Akuntansi;100.0;Akuntansi
18026;Pengantar Akuntansi;657;657;Akuntansi;Akuntansi;100.0;Akuntansi
18027;Auditing and Assurance Service (Ed.13);657.45;657;Akuntansi;Akuntansi;94.3;Akuntansi
18028;Advanced Accounting (Ed.9);657.046;657;Akuntansi;Akuntansi;100.0;Akuntansi
18029;Buku Pintar Sastra Indonesia : Puisi, Sajak, Syair, Pantun dan Majas;810;810;Umum;Umum;100.0;Umum
18030;Bahasa! Kumpulan Tulisan di Majalah Tempo;372.634;372;Umum;Umum;98.48;Umum
18031;Ilmu Budaya Dasar;306;306;Umum;Umum;97.12;Umum
18032;Agama dalam Perbincangan Sosiologi;306.6;306;Umum;Umum;100.0;Umum
18033;Pedoman Umum Ejaan Bahasa Indonesia Yang Disempurnakan & Pedoman Umum Pembentukan Istilah;499.221;499;Umum;Umum;98.83;Umum
18034;Construction Technology (Edisi 3);693.62;693;Teknik Sipil;Teknik Sipil;96.41;Teknik Sipil
18035;Komunikasi Efektif : Suatu Pendekatan Lintas Budaya;302.2;302;Umum;Umum;100.0;Umum
18036;Terampil Bahasa Indonesia;499.221;499;Umum;Umum;100.0;Umum
18037;Mualaf : Kisah Penjemput Hidayah;297.31;297;Umum;Umum;100.0;Umum
18038;Jurnalistik Praktis untuk Pemula (Edisi Revisi);070.4;70;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;89.47;Teknik Grafika & Penerbitan
18039;Manajemen Produksi Operasi;658.5;658;Administrasi Niaga;Administrasi Niaga;97.96;Administrasi Niaga
18040;Komunikasi Lintas Budaya;302.2;302;Umum;Umum;96.71;Umum
18042;Cost Accounting : a Managerial Emphasis;657.42;657;Akuntansi;Akuntansi;80.54;Akuntansi, Administrasi Niaga
18043;Manajemen Pemasaran;658.8;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
18044;Advanced Accounting (Ed.9);657.046;657;Akuntansi;Akuntansi;95.86;Akuntansi
18053;Turbin Air : Teori dan Dasar Perencanaan;621.24;621;Teknik Mesin;Teknik Mesin;100.0;Teknik Mesin
18054;Arduino dan Sensor : Tuntunan Praktis Mempelajari Penggunaan Sensor untuk Aneka Proyek Elektronika Berbasis Arduino;621.381;621;Teknik Elektro;Teknik Elektro;79.71;Teknik Elektro, Teknik Informatika & Komputer
18055;Menggambar Teknik Mesin dengan Standar ISO;604.2;604;Teknik Mesin;Teknik Mesin;95.29;Teknik Mesin
18056;Modul Pembelajaran Algoritma dan Pemograman;518.1;518;Matematika;Matematika;93.99;Matematika
18057;Mesin Listrik;621.3;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
18058;Branding Destinasi dan Promosi Pariwisata;910.2;910;Umum;Umum;84.2;Umum, Administrasi Niaga
18059;Buku Pemrograman Basis Data di Matlab Dengan MySQL Dan Microsoft Acces;005.743;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;94.47;Teknik Informatika & Komputer
18060;Structural Equation Modeling : Untuk Penelitian Manajemen Menggunakan AMOS 18.00;658.07;658;Administrasi Niaga;Administrasi Niaga;81.07;Administrasi Niaga, Matematika
18061;Mengenal pemograman PHP7 Database untuk Pemula;005.133;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;96.38;Teknik Informatika & Komputer
18067;Teknik Air Conditioning (AC) Mobil;629.277;629;Teknik Mesin;Teknik Mesin;100.0;Teknik Mesin
18068;Electroplating : Teknik Pelapisan Logam dengan Cara Listrik;671.732;671;Teknik Mesin;Teknik Mesin;79.57;Teknik Mesin, Teknik Sipil
18063;Membangun Pariwisata dari Bawah : Catatan Penelitian terhadap Desa Pariwisata Penerima PNPM Mandiri Pariwisata;338.479 1;338;Administrasi Niaga;Administrasi Niaga;67.12;Administrasi Niaga, Umum
18064;Mudah membuat dan Berbisnis Aplikasi Android dengan Android Studio;004.167;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;88.43;Teknik Informatika & Komputer
18065;Step by Step MS SQL Server : Belajar cepat MS SQL Server, Visual Basic.NET, dan Pembuatan Aplikasi;005.74;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;99.13;Teknik Informatika & Komputer
18066;Teknik Pendingin AC, Freezer, Kulkas;621.57;621;Teknik Mesin;Teknik Mesin;89.74;Teknik Mesin
18069;Fun Coding with Microphyton : Cara Cepat Belajar Microphyton untuk Microcontroller ESP8266;005.369;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
18070;Jurus Andalan Photoshop : Pedoman untuk Pemula (Photoshop CS6);006.68;6;Teknik Informatika & Komputer;Teknik Informatika & Komputer;96.2;Teknik Informatika & Komputer
18071;Etika Bisnis : Tuntunan dan Relevansinya;174.4;174;Umum;Umum;96.85;Umum
18072;Database Systems All in One : Theory, Practice, and Case Study;005.74;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;84.66;Teknik Informatika & Komputer
18073;Buku Ajar Teknik Digital 1;621.39;621;Teknik Elektro;Teknik Elektro;89.49;Teknik Elektro
18074;Fundamentals of Corporate Finance;332.1;332;Akuntansi;Akuntansi;75.71;Akuntansi, Administrasi Niaga
18075;Guide to Technical Editing : Discussion Dictionary & Exercises;411;411;Umum;Umum;92.9;Umum
18076;Penerapan Trigonometri pada Teknik Sipil;516.24;516;Matematika;Matematika;79.6;Matematika
18077;Biodiesel, Jejak Panjang Sebuah Perjuangan;665.538 4;665;Teknik Mesin;Teknik Mesin;75.48;Teknik Mesin, Umum
18078;Perpektif Ekonomi Islam Terhadap Monopoli;297.273;297;Umum;Umum;100.0;Umum
18081;GIS Untuk Project Work Sipil;526.0221;526;Sains;Sains;83.98;Sains
18082;Mahir Menulis Teks Deskripsi dan Teks Laporan;808.066;808;Umum;Umum;95.04;Umum
18083;Mudah Menerjemahkan Teks Akademik (Edisi Revisi);418.02;418;Umum;Umum;75.46;Umum, Matematika
18084;Langkah Praktis Menerjemahkan;418.02;418;Umum;Umum;93.0;Umum
18085;English for Tourism;425;425;Umum;Umum;97.39;Umum
18086;Instrumnetasi dan Proses Kontrol;621.381;621;Teknik Elektro;Teknik Elektro;57.58;Teknik Elektro, Teknik Mesin
18087;Perawatan dan Perbaikan Sistem Chasis Kendaraan;629.28;629;Teknik Mesin;Teknik Mesin;79.15;Teknik Mesin
18088;Kalkulus Terapan Edisi Revisi) untuk Mahasiswa Teknik;515;515;Matematika;Matematika;83.82;Matematika
18089;Fundamental Power Train untuk Alat Berat;621;621;Teknik Mesin;Teknik Mesin;92.21;Teknik Mesin
18090;Mekanika Tanah 1;624.15;624;Teknik Sipil;Teknik Sipil;90.34;Teknik Sipil
18091;Konsep dan Aplikasi Mekanika Tanah Jilid 1;624.15;624;Teknik Sipil;Teknik Sipil;88.31;Teknik Sipil
18092;Kimia Terapan : Ikatan Kimia Pada Bahan (Edisi Revisi);540;540;Teknik Sipil;Teknik Sipil;85.27;Teknik Sipil
18093;Matematika Terapan untuk Teknik;510;510;Matematika;Matematika;100.0;Matematika
18094;Manajemen Pemasaran;658.81;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
18095;Mengenal Ragam Potensi Pariwisata Indonesia;338.479 1;338;Administrasi Niaga;Administrasi Niaga;72.85;Administrasi Niaga, Umum
18096;Desain Komunikasi Visual untuk Produk Multimedia Digital;006.7;6;Teknik Informatika & Komputer;Teknik Informatika & Komputer;89.41;Teknik Informatika & Komputer
18097;Material Bangunan;691;691;Teknik Sipil;Teknik Sipil;99.13;Teknik Sipil
18098;Konstruksi Jembatan : Jenis dan Bagian Struktur Atas;624.284;624;Teknik Sipil;Teknik Sipil;88.38;Teknik Sipil
18099;Keamanan Komputer dan Internet Jilid 1;005.8;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;99.19;Teknik Informatika & Komputer
18100;Jaringan Komputer Berbasis WAN dengan Mikrotik;004.67;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
18101;Penyelesaian Sistem Transmisi dengan Pemograman;621.382;621;Teknik Elektro;Teknik Elektro;82.64;Teknik Elektro
